YEAR,WHYMOVE,MIGSTA1
2020,Other family reason,Oregon
2020,Other family reason,Washington
2020,New job or job transfer,New York
2020,Change of climate,Maryland
2020,For cheaper housing,Wisconsin
2020,For cheaper housing,Illinois
2020,Other family reason,California
2020,Other family reason,California
2020,Relationship with unmarried partner,California
2020,Attend/leave college,New York
2020,Attend/leave college,New York
2020,Attend/leave college,New York
2020,Other housing reason,Kentucky
2020,Change of climate,Michigan
2020,Change of climate,Michigan
2020,For cheaper housing,Kentucky
2020,To establish own household,Kentucky
2020,To establish own household,Kentucky
2020,Other family reason,Oklahoma
2020,Other family reason,Oklahoma
2020,Retired,Maryland
2020,Retired,Maryland
2020,Wanted new or better housing,Maryland
2020,Wanted new or better housing,Maryland
2020,Wanted new or better housing,Maryland
2020,Wanted new or better housing,Maryland
2020,Retired,North Carolina
2020,Retired,North Carolina
2020,Change of climate,New York
2020,Change of climate,New York
2020,New job or job transfer,Washington
2020,Change of climate,New York
2020,New job or job transfer,Virginia
2020,New job or job transfer,Virginia
2020,New job or job transfer,Virginia
2020,New job or job transfer,Virginia
2020,New job or job transfer,Oregon
2020,New job or job transfer,Oregon
2020,New job or job transfer,Oregon
2020,New job or job transfer,Oregon
2020,Retired,New Jersey
2020,Retired,New Jersey
2020,Retired,California
2020,New job or job transfer,New York
2020,New job or job transfer,New York
2020,New job or job transfer,Virginia
2020,New job or job transfer,Virginia
2020,New job or job transfer,Virginia
2020,New job or job transfer,Virginia
2020,Retired,Georgia
2020,Retired,Georgia
2020,Retired,Georgia
2020,Change of climate,Maryland
2020,Change in marital status,Mississippi
2020,Change in marital status,Mississippi
2020,Change in marital status,Mississippi
2020,Change in marital status,Mississippi
2020,Relationship with unmarried partner,West Virginia
2020,Relationship with unmarried partner,West Virginia
2020,New job or job transfer,Connecticut
2020,New job or job transfer,Connecticut
2020,New job or job transfer,Kansas
2020,New job or job transfer,Kansas
2020,New job or job transfer,Kansas
2020,New job or job transfer,Kansas
2020,New job or job transfer,Pennsylvania
2020,New job or job transfer,Pennsylvania
2020,Other family reason,Tennessee
2020,Other family reason,Tennessee
2020,Other family reason,Tennessee
2020,Other family reason,Tennessee
2020,Other family reason,Tennessee
2020,Other family reason,Tennessee
2020,To look for work or lost job,South Carolina
2020,To look for work or lost job,Florida
2020,To look for work or lost job,Florida
2020,To look for work or lost job,New York
2020,To look for work or lost job,New York
2020,To look for work or lost job,New York
2020,To look for work or lost job,New York
2020,To look for work or lost job,New York
2020,To look for work or lost job,New York
2020,To look for work or lost job,New York
2020,To look for work or lost job,New York
2020,To look for work or lost job,New York
2020,Change in marital status,Mississippi
2020,Change in marital status,Mississippi
2020,New job or job transfer,Illinois
2020,New job or job transfer,Illinois
2020,New job or job transfer,Alabama
2020,Wanted new or better housing,South Carolina
2020,Wanted new or better housing,South Carolina
2020,Wanted new or better housing,South Carolina
2020,Wanted new or better housing,Alabama
2020,Change in marital status,Virginia
2020,New job or job transfer,Louisiana
2020,Other family reason,Arkansas
2020,Other family reason,Arkansas
2020,New job or job transfer,Texas
2020,New job or job transfer,South Carolina
2020,New job or job transfer,South Carolina
2020,New job or job transfer,South Carolina
2020,New job or job transfer,South Carolina
2020,New job or job transfer,Alabama
2020,Other family reason,Kentucky
2020,Other family reason,Kentucky
2020,For cheaper housing,Georgia
2020,For cheaper housing,Georgia
2020,Relationship with unmarried partner,Georgia
2020,Other family reason,Texas
2020,Other family reason,Georgia
2020,New job or job transfer,Florida
2020,Other family reason,Florida
2020,Other family reason,Florida
2020,New job or job transfer,Florida
2020,New job or job transfer,Florida
2020,New job or job transfer,Florida
2020,Attend/leave college,South Carolina
2020,Attend/leave college,South Carolina
2020,New job or job transfer,Colorado
2020,New job or job transfer,Texas
2020,Relationship with unmarried partner,Louisiana
2020,Relationship with unmarried partner,Louisiana
2020,Wanted better neighborhood,Kentucky
2020,Wanted better neighborhood,Kentucky
2020,Wanted better neighborhood,Kentucky
2020,For easier commute,Louisiana
2020,For easier commute,Louisiana
2020,For easier commute,Louisiana
2020,Other family reason,Georgia
2020,Other family reason,Georgia
2020,Other family reason,Georgia
2020,Attend/leave college,Florida
2020,Attend/leave college,Florida
2020,Attend/leave college,Florida
2020,Change in marital status,Florida
2020,Change in marital status,Florida
2020,Change in marital status,Florida
2020,Change in marital status,Florida
2020,Change in marital status,Florida
2020,Other family reason,Tennessee
2020,Other family reason,Tennessee
2020,New job or job transfer,California
2020,Other family reason,California
2020,Other family reason,California
2020,Other family reason,California
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,To establish own household,Alabama
2020,To establish own household,Alabama
2020,Retired,Texas
2020,Retired,Texas
2020,Other housing reason,Texas
2020,Other housing reason,Texas
2020,Other housing reason,Texas
2020,Other job-related reason,Louisiana
2020,Other job-related reason,Louisiana
2020,Other job-related reason,Louisiana
2020,To look for work or lost job,Louisiana
2020,To look for work or lost job,Louisiana
2020,To look for work or lost job,Louisiana
2020,To look for work or lost job,Louisiana
2020,Other family reason,Texas
2020,Other family reason,Texas
2020,Other family reason,Texas
2020,Other family reason,Texas
2020,Other job-related reason,Louisiana
2020,Other job-related reason,Louisiana
2020,Other job-related reason,Louisiana
2020,Other job-related reason,Louisiana
2020,Relationship with unmarried partner,Alabama
2020,Relationship with unmarried partner,Alabama
2020,Relationship with unmarried partner,Alabama
2020,Other family reason,Nevada
2020,Other family reason,Nevada
2020,Other family reason,Nevada
2020,Other family reason,Nevada
2020,Other family reason,Texas
2020,Other family reason,Texas
2020,Other family reason,Florida
2020,Other family reason,Florida
2020,To establish own household,Texas
2020,To establish own household,Texas
2020,To establish own household,Texas
2020,To establish own household,Texas
2020,To establish own household,Nevada
2020,To establish own household,Nevada
2020,To establish own household,Nevada
2020,Other reasons,Texas
2020,For cheaper housing,Nevada
2020,For cheaper housing,Nevada
2020,"Wanted to own home, not rent",Florida
2020,"Wanted to own home, not rent",Florida
2020,"Wanted to own home, not rent",Florida
2020,Other reasons,New York
2020,Other reasons,New York
2020,New job or job transfer,Florida
2020,Other reasons,Missouri
2020,Other reasons,Missouri
2020,New job or job transfer,Oregon
2020,New job or job transfer,California
2020,Other family reason,Texas
2020,Other family reason,Texas
2020,For easier commute,Tennessee
2020,For easier commute,Tennessee
2020,For easier commute,Tennessee
2020,For easier commute,Tennessee
2020,For easier commute,Tennessee
2020,For easier commute,Tennessee
2020,For easier commute,Tennessee
2020,For easier commute,Texas
2020,For easier commute,Texas
2020,For easier commute,Texas
2020,For easier commute,Texas
2020,New job or job transfer,Iowa
2020,Relationship with unmarried partner,Texas
2020,Other job-related reason,Colorado
2020,Other job-related reason,Colorado
2020,Other family reason,Texas
2020,Other family reason,Texas
2020,Other family reason,Texas
2020,Other family reason,Texas
2020,Wanted new or better housing,New York
2020,Wanted new or better housing,New York
2020,Other housing reason,Texas
2020,Wanted new or better housing,Texas
2020,Wanted new or better housing,Texas
2020,Wanted new or better housing,Texas
2020,Wanted new or better housing,Texas
2020,Change in marital status,Texas
2020,For cheaper housing,Texas
2020,Other housing reason,Texas
2020,New job or job transfer,Alabama
2020,New job or job transfer,Alabama
2020,New job or job transfer,Alabama
2020,New job or job transfer,Alabama
2020,New job or job transfer,Alabama
2020,Other housing reason,Arkansas
2020,Other housing reason,Arkansas
2020,Other housing reason,Arkansas
2020,Relationship with unmarried partner,Mississippi
2020,Relationship with unmarried partner,Mississippi
2020,New job or job transfer,Mississippi
2020,Change of climate,Mississippi
2020,Change in marital status,Alabama
2020,Attend/leave college,Texas
2020,Attend/leave college,Mississippi
2020,Attend/leave college,Mississippi
2020,Attend/leave college,Mississippi
2020,Attend/leave college,Mississippi
2020,For easier commute,Colorado
2020,Attend/leave college,Texas
2020,New job or job transfer,New York
2020,Attend/leave college,Texas
2020,Attend/leave college,Texas
2020,Relationship with unmarried partner,Mississippi
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,Other family reason,Missouri
2020,Other family reason,Texas
2020,Retired,Texas
2020,Retired,Texas
2020,Other family reason,Arizona
2020,New job or job transfer,New York
2020,New job or job transfer,New York
2020,New job or job transfer,New York
2020,New job or job transfer,New York
2020,New job or job transfer,New York
2020,New job or job transfer,New York
2020,New job or job transfer,New York
2020,New job or job transfer,New York
2020,New job or job transfer,New York
2020,New job or job transfer,New York
2020,Other family reason,West Virginia
2020,Other family reason,West Virginia
2020,Other family reason,West Virginia
2020,Other family reason,West Virginia
2020,Other family reason,West Virginia
2020,To establish own household,Georgia
2020,Other family reason,Kansas
2020,Other family reason,New York
2020,Other family reason,New York
2020,Attend/leave college,Texas
2020,For cheaper housing,Texas
2020,For cheaper housing,Texas
2020,New job or job transfer,Iowa
2020,New job or job transfer,Iowa
2020,Other family reason,Arizona
2020,Other family reason,Arizona
2020,To establish own household,Louisiana
2020,Other family reason,New York
2020,Other family reason,New York
2020,Attend/leave college,New York
2020,Attend/leave college,New York
2020,Attend/leave college,New York
2020,For cheaper housing,California
2020,New job or job transfer,Florida
2020,New job or job transfer,Florida
2020,Retired,New Jersey
2020,Retired,New Jersey
2020,Change in marital status,Utah
2020,New job or job transfer,Arizona
2020,New job or job transfer,Arizona
2020,New job or job transfer,Arizona
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,Other housing reason,Indiana
2020,Other housing reason,Indiana
2020,New job or job transfer,Arkansas
2020,New job or job transfer,Arkansas
2020,New job or job transfer,Arkansas
2020,New job or job transfer,Arkansas
2020,For easier commute,Arkansas
2020,For easier commute,Arkansas
2020,Relationship with unmarried partner,Ohio
2020,Health reasons,Ohio
2020,Health reasons,Ohio
2020,Health reasons,Ohio
2020,Health reasons,Ohio
2020,Health reasons,Ohio
2020,Health reasons,Ohio
2020,Health reasons,Ohio
2020,Health reasons,Ohio
2020,Relationship with unmarried partner,North Carolina
2020,Health reasons,Ohio
2020,Health reasons,Ohio
